ObjectID *,Shape *,Type,Title,Issuance Date,Year,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Volume_gallons,Status,Latitude,Longitude
65,Point,Sewage Spill,"Wastewater Discharge at 1718 Piikea Street, O‘ahu",12/7/2021 19:22,2021,12/20/2021 20:05,Heavy rain,<Null>,<Null>,1718 Piikea Street,No,Oahu,No,Honolulu,"Updated 12/7/21; 1:00 PM
The public is advised to remain out of waters of Halawa Stream due to a wastewater discharge.

Location: 1718 Piikea Street
Volume: approximately 8,000 gallons
Discharge has been stopped and the area has been cleaned, disinfected, and deodorized.
Discharge occurred due to heavy rain
Signs have been posted in the affected area
The public is advised to remain out of the affected area until further notice.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1435/details/view",8000,Closed,21.368494,-157.915717
66,Point,Sewage Spill,"Wastewater Discharge at 5311 Kalanianaole Hwy, O‘ahu",12/7/2021 17:54,2021,12/20/2021 20:05,rain,<Null>,<Null>,5311 Kalanianaole Hwy,No,Oahu,No,Honolulu,"Updated 12/7/21; 1:00 PM
The public is advised to remain out of waters of Wailupe Stream and Maunalua Bay in Aina Haina due to a wastewater discharge.

Location: 5311 Kalanianaole Hwy
Total volume: 31,200 gallons
9,200 gallons entered Wailupe Stream
Discharge occurred due to heavy rain
Discharge has been stopped
Area has been cleaned, disinfected, and deodorized.
Signs have been posted in the affected area
The public is advised to remain out of the affected area until further notice.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1434/details/view",31200,Closed,21.276959,-157.750155
67,Point,Sewage Spill,"Wastewater Discharge at 1402 N. School Street, O‘ahu",12/7/2021 17:45,2021,12/20/2021 20:04,Heavy rain,<Null>,<Null>,1402 N. School Street,No,Oahu,No,Honolulu,"Updated 12/9/2021; 11:00 AM
The public is advised to remain out of waters of Kapalama Canal near 1402 N. School Street due to a wastewater discharge.

Location: 1402 N. School Street
Total volume: 202,575 gallons
Discharge due to heavy rain
Discharge has been stopped
Signs have been posted in the affected area.
The public is advised to remain out of the affected area until further notice.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1433/details/view",202575,Closed,21.333458,-157.866262
68,Point,Sewage Spill,"Wastewater Discharge at 2702 Lowrey Avenue, O‘ahu",12/7/2021 17:29,2021,12/20/2021 20:04,Heavy rain,<Null>,<Null>,2702 Lowrey Avenue,No,Oahu,No,Honolulu,"Updated 12/8/21; 7:00 AM
The public is advised to remain out of waters of Manoa Stream near 2702 Lowrey Avenue in Manoa due to a wastewater discharge.

Location: 2702 Lowrey Avenue
Total volume 30,075 gallons; 10,075 gallons entered storm drain; 20,000 gallons recovered
Discharge due to heavy rain
Discharge has been stopped
Signs have been posted in the affected area.
The public is advised to remain out of the affected area until further notice.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1432/details/view",30075,Closed,21.313823,-157.810307
69,Point,Sewage Spill,"Wastewater Discharge at 1015 N. School Street, O‘ahu",12/7/2021 17:21,2021,12/20/2021 20:03,Heavy rain,<Null>,<Null>,1015 N. School Street,No,Oahu,No,Honolulu,"Updated 12/7/21; 4:30 PM
The public is advised to remain out of waters of Kapalama Canal near 1015 N. School St due to a wastewater discharge.

Location: 1015 N. School St.
Total volume: 154,020 gallons
Discharge has been stopped.
Area has been cleaned, disinfected, and deodorized.
Discharge entered storm drain and occurred due to heavy rain
Signs have been posted near the affected area
The public is advised to remain out of the affected area until further notice.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1431/details/view",154020,Closed,21.32845,-157.864317
70,Point,Sewage Spill,"Wastewater Discharge at Marine Corps Base Hawaii Water Reclamation Facility, O‘ahu",9/4/2021 3:06,2021,9/9/2021 1:45,Operational issues,<Null>,<Null>,Marine Corps Base Hawaii Water Reclamation Facility,No,Oahu,No,Honolulu,"The public is advised to avoid waters near the Marine Corps Base Hawaii Water reclamation Facility  outfall in Kailua due to discharges that exceeded permitted fecal indicator bacteria levels.

Affected waters: Kailua bay, Oahu
Cause: Operational issues at the facility
Exceedance began on August 6, 2021
DOH notified on September 3, 2021
Status: ongoing
Volume: unknown

Warning signs will be posted in the affected area.

The public is advised to remain out of the affected waters until further notice.",,Closed,21.432511,-157.71952
71,Point,Sewage Spill,"Wastewater Discharge at 475 Kamehameha Ave, Pearl City, O‘ahu",6/8/2021 19:37,2021,6/14/2021 20:22,Bypass of 36-inch sewer pipe to make emergency repairs.,<Null>,<Null>,"475 Kamehameha Ave, Pearl City",No,Oahu,No,Honolulu,"The public is advised to remain out of waters of East Loch, Pearl Harbor, fronting 475 Kamehameha Highway due to a wastewater discharge.

Location: 475 Kamehameha Highway
Volume: 1,889 gallons
Begin: 4:08 PM 6/7/21
End: 4:12 PM 6/7/21
Spill occurred after activating a bypass of a 36-inch sewer pipe to make emergency repairs.
Signs have been posted in the affected area.
The public is advised to remain out of the affected area until the signs have been removed.

For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1359/details/view",1889,Closed,21.388499,-157.959271
72,Point,Sewage Spill,"Wastewater Discharge at 1612 Houghtailing Street, O‘ahu",6/1/2021 9:22,2021,6/5/2021 1:28,Contractor error,<Null>,<Null>,1612 Houghtailing Street,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Kapalama canal below Ahiahi Street in Kalihi, and Honolulu Harbor near the mouth of the canal, due to a wastewater discharge: Details are as follows:

Location: manhole fronting 1612 Houghtailing Street
Volume: estimated 6,535 gallons
Volume into waterbody: estimated 1,460 gallons via storm drain
Affected waterbody: Kapalama Stream and Honolulu Harbor
Status: ongoing

The public is advised to remain out of these waters until warning signs have been removed. To view this advisory on the Clean Water Branch Advisory webpage, please follow this link: https://eha-cloud.doh.hawaii.gov/cwb/#!/event/1357/details/view",6535,Closed,21.333009,-157.866033
73,Point,Sewage Spill,"Wastewater Discharge at 33 Hahani Street, O‘ahu",5/26/2021 10:42,2021,6/7/2021 17:13,Unconfirmed,<Null>,<Null>,33 Hahani Street,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Maunawili Stream/Kaelepulu canal, between Hahani Street to the bridge at Wanaao Drive due to a wastewater discharge. Details are as follows:

Location: manhole fronting 33 Hahani Street
Volume: estimated 350 gallons
Affected waterbody: estimated 200 gallons entered into Maunawili stream/Kaelepulu canal via a storm drain.
Status: stopped
Signs posted: signs will be posted on the morning of 5/26/21

The public is advised to remain out of these waters until the warning signs have been removed. To view this advisory on the Clean Water Brach System please use this link. https://eha-cloud.doh.hawaii.gov/cwb/#!/event/1356/details/view",350,Closed,21.392963,-157.741201
74,Point,Sewage Spill,"Wastewater Discharge at 1400 Adealaide Street, O‘ahu",5/21/2021 22:04,2021,5/27/2021 19:23,Broken pipe,<Null>,<Null>,1400 Adealaide Street,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Kalihi Stream downstream of H1, and also Keehi Lagoon near the moth of the stream, due to a wastewater discharge. Details are as follows:

Event: Wastewater discharge
Location: 1400 Adealaide Street, Kalihi
Status: stopped
Estimated volume: 9,050 gallons
Entered storm drain: Yes, approximately 8,800 gallons
Reached state waters? Yes
Signs posted? Yes, morning of 5/21/21

The public is advised to remain out of these waters until the signs have been removed. For more information, please see: https://eha-cloud.doh.hawaii.gov/cwb#!/event/1355/details/view",9050,Closed,21.335449,-157.872634
75,Point,Sewage Spill,"Wastewater Discharge at 1058 Keolu Drive, O‘ahu",3/21/2021 1:02,2021,4/2/2021 2:15,grease,<Null>,<Null>,1058 Keolu Drive,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of  due to a wastewater discharge. Details are as follows:

Event: wastewater discharge from grease trap
Location: 1058 Keolu Drive
Status: stopped
Estimated volume: estimated 3,375 gallons, 275 gallons of which reached Kaelepulu  stream
Waterbody affected: Kaelepulu stream below Keolu Drive

The public is advised to remain out of these waters until this advisory has been removed.",3375,Closed,21.378459,-157.728651
76,Point,Sewage Spill,"Wastewater discharge, Manoa stream",3/19/2021 8:04,2021,3/23/2021 1:13,heavy rains,<Null>,<Null>,2702 Lowrey Avenue (Updated 3/19),No,Oahu,No,Honolulu,"Update: 3/22/21
The public is advised to remain out of the waters of Manoa stream below Lowrey Avenue to Dole Street, due to a wastewater discharge. Details are as follows:

Event: Wastewater discharge
Volume: 4,350 gallons
Volume recovered: 2,500 gallons
Volume entering storm drain: 1,850 gallons

Status: stopped
Affected waterbody: Manoa stream below Lowrey Avenue to Dole street.
Warning signs: posted

The public is advised to remain out of these waters until warning signs have been posted.  Please use the following link to view the advisory on the Water Quality Advisories page. https://eha-cloud.doh.hawaii.gov/cwb#!/event/1322/details/view",4350,Closed,21.313633,-157.810215
77,Point,Sewage Spill,"Wastewater Discharge at 5311 Kalanianaole Hwy, O‘ahu",3/11/2021 20:33,2021,3/19/2021 23:30,Pump station error,<Null>,<Null>,5311 Kalanianaole Hwy,No,Oahu,No,Honolulu,"The public is advised to remain out of waters near 5311 Kalanianaole Hwy and the nearby stream and coastline due to a wastewater discharge.

Location: 5311 Kalanianaole Hwy
Volume: 5,000 gallons; 500 gallons recovered; 4,500 gallons entered waters
Time started: 8:18 PM
Status: Stopped
Cause: Pump station error
Warning signs will be posted

The public is advised to remain out of these waters until warning signs have been removed.",5000,Closed,21.278268,-157.749769
78,Point,Sewage Spill,"Wastewater Discharge at Kahuku Wastewater Treatment Plant, 56-701 Kamehameha Hwy, O‘ahu",3/10/2021 2:28,2021,3/16/2021 21:08,Heavy rain,<Null>,<Null>,"Kahuku Wastewater Treatment Plant, 56-701 Kamehameha Hwy",No,Oahu,No,Honolulu,"The public is advised to remain out of waters fronting the Kahuku Wastewater Treatment plant including the waters within the James Campbell National Wildlife Refuge, surrounding streams, and the coastline fronting the treatment plant due to a wastewater discharge.

Location:  56-701 Kamehameha Hwy, Kahuku
Estimated volume: 8,200 gallons at approximately 50 gallons per minute
Time started: 1:13 PM
Status: Stopped
Cause: Heavy rain
Warning signs will be posted.

The public is advised to remain out of these waters until warning signs have been removed.",8200,Closed,21.684329,-157.954065
79,Point,Sewage Spill,"Wastewater Discharge at Kailua Regional Wastewater Treatment Ocean Outfall, O‘ahu",2/27/2021 2:46,2021,3/6/2021 2:55,Operational issues at the wastewater treatment plant,<Null>,<Null>,"Kailua Regional Wastewater Treatment Ocean Outfall, Oahu",No,Oahu,No,Honolulu,"The public is advised to avoid waters near the City and County of Honolulu Kailua Wastewater Treatment Plant's ocean outfall due to a discharge that exceeded permitted fecal indicator bacteria levels.

Affected waters: Kailua Bay, Oahu
Cause: Operational issues at the wastewater treatment plant
Exceedance began on February 18, 2021
Status: Ongoing
Volume: up to 15.25 million gallons per day

Warning signs have been posted.

The public is advised to remain out of the affected waters until warning signs have been removed.

A map showing the location of the outfall is included in the press release at: https://health.hawaii.gov/news/newsroom/department-of-health-warns-ocean-users-at-kailua-bay-to-avoid-waters-near-the-kailua-regional-wastewater-treatment-plants-ocean-outfall/",15250000,Closed,21.432511,-157.71952
80,Point,Sewage Spill,"Wastewater Discharge at Daniel K. Inouye International Airport, O‘ahu",2/14/2021 9:40,2021,2/19/2021 20:38,Clogged drain line,<Null>,<Null>,Daniel K. Inouye International Airport,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of the canal along Aolele Street near the Daniel K. Inouye International Airport and waters of Keehi Lagoon due to a wastewater discharge.

Location: Daniel K. Inouye International Airport
Unknown volume entered storm drain
Affected waters: canal along Aolele Street and Keehi Lagoon
Cause: clogged drain line
Status: discharge stopped

The public is advised to remain out of these waters until further notice.",,Closed,21.327212,-157.898882
81,Point,Sewage Spill,"Wastewater Discharge at Palolo, O‘ahu",1/26/2021 7:29,2021,2/2/2021 22:07,rain,<Null>,<Null>,Palolo,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Waiomao stream below 10th Avenue, Palolo stream and Ala Wai canal due to a wastewater discharge.

Location: 2311 Waiomao Road
Estimated volume: preliminary estimates at >1,000 gallons.
Affected waters: Waiomao stream below 10th Avenue, Palolo  stream and Ala Wai canal
Cause: rain
Status: ongoing
Warning signs: To be posted on morning of 1/26/21

The public is advised to remain out of these waters until warning signs have been removed.",1000,Closed,21.302476,-157.787096
82,Point,Sewage Spill,"Wastewater Discharge at Honolulu Harbor, O‘ahu",1/26/2021 7:12,2021,2/1/2021 18:20,rain,<Null>,<Null>,Honolulu Harbor,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Honolulu Harbor due to wastewater discharges.

Location: Sand Island Wastewater Treatment Plant
Estimated volume: preliminary estimates at >1,000 gallons.
Affected waters: Honolulu Harbor
Cause: rain
Status: stopped
Warning signs: To be posted on morning of 1/26/21

The public is advised to remain out of these waters until warning signs have been removed.",1000,Closed,21.309889,-157.87227
83,Point,Sewage Spill,"Wastewater Discharge at Manoa, O‘ahu",1/26/2021 7:06,2021,2/2/2021 22:07,rain,<Null>,<Null>,Manoa,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Manoa Stream below Manoa District Park and the Ala Wai canal due to wastewater discharges.

Location: 2702 Lowrey Avenue
Estimated volume: preliminary estimates at >18,000 gallons.
Status: ongoing
Affected waters: Manoa Stream and Ala Wai canal
Cause: rain
Warning signs: To be posted on morning of 1/26/21

The public is advised to remain out of these waters until warning signs have been removed.",18000,Closed,21.314302,-157.810092
84,Point,Sewage Spill,"Wastewater Discharge at Kapalama Stream and Honolulu Harbor, O‘ahu",1/26/2021 6:40,2021,2/2/2021 22:08,rain,<Null>,<Null>,Kapalama Stream and Honolulu Harbor,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Honolulu Harbor due to wastewater discharges.

Location: 1015 North School Street
Estimated volume: preliminary estimates at >1,000 gallons.
Affected waters: Kapalama Stream below School Street, and Honolulu Harbor
Cause: rain
Warning signs: To be posted on morning of 1/26/21

The public is advised to remain out of these waters until warning signs have been removed.",1000,Closed,21.32809,-157.864306
85,Point,Sewage Spill,"Wastewater Discharge at Nuuanu Stream, O‘ahu",1/19/2021 7:53,2021,1/25/2021 22:41,rocks,<Null>,<Null>,"Niniko  Waiolani and Nuuanu Streams,",No,Oahu,No,Honolulu,"*UPDATE* A correction to the affected streams have been made.  Please refer to the map

The public is advised to remain out of the waters of Niniko stream below 3510 Nuuanu Pali Drive and all downstream connections such as Waiolani stream below the top of Pahoehoe Place, and Nuuanu Stream below Liliuokalani Botanical Garden due to a wastewater discharge at 3510 Nuuanu Pali Drove.

Event: Wastewater discharge
Location: 3510 Nuuanu Pali Drive
Estimated volume: 3,000 gallons
Entered into state waters: Yes. Niniko, Waiolani and Nuuanu Streams.  estimated 2,960 gallons via storm drain
Status of discharge: stopped
Warning signs posted: signs to be posted morning of 1/19/21

The public is advised to remain out of the waters until warning signs have been removed.",3000,Closed,21.343921,-157.831335
86,Point,Sewage Spill,"Wastewater Discharge at 98-087 Lii'ipo Street, Aiea, O‘ahu",12/12/2020 23:16,2020,12/18/2020 2:00,Unconfirmed,<Null>,<Null>,"98-087 Lii'ipo Street, Aiea",No,Oahu,No,Honolulu,"The public is advised to keep out of waters of the East Loch of Pearl Harbor due to a sewage spill from a private property that entered storm drains leading to the East Loch. The public is also advised to avoid contact with waters on the ground near the surrounding area on Lii'ipo street.

Location of discharge: Private property on 98-087 Lii'ipo Street, Aiea.
Volume of discharge: unknown
Status: ongoing
Time of event 12:05 PM

The public is advised to avoid contact with these waters until this advisory has been cancelled.",,Closed,21.387167,-157.9475
87,Point,Sewage Spill,"Wastewater Discharge at Kokea Street, O‘ahu",11/10/2020 2:56,2020,11/13/2020 21:00,clogged pipe,<Null>,<Null>,Kokea Street,No,Oahu,No,Honolulu,"The public is advised to keep out of Kapalama canal below Kokea Street and the area of Honolulu Harbor near the mouth of Kapalama stream, due to a wastewater discharge.

Location of discharge: 1229 Kokea Street
Volume: est 350 gallons
Reached state waters?: Yes, 340 gallons discharged into storm drain leading to Kapalama canal
Time of event: est. 9:05 am
Signs posted: Yes

The public is advised to remain out of these waters until the warning signs have been removed.",340,Closed,21.32585,-157.867361
88,Point,Sewage Spill,"Wastewater Discharge at 1601 Alencastre Street, O‘ahu",5/18/2020 23:18,2020,5/22/2020 19:58,Unconfirmed,<Null>,<Null>,1601 Alencastre Street,No,Oahu,No,Honolulu,"The public is advised to stay out of waters near the end of Manoa Stream as it enters Ala Wai Stream in the vicinity of the Kanewai Community Park to Kaimuki High School.

A total of 340 gallons of wastewater spilled from a manhole at the corner of St. Louis Drive and Alencastre Street. 100 gallons were recovered and 240 gallons entered a storm drain leading to Manoa /Ala Wai Stream. The cause of the spill is believed to be roots in the line. The spill has been stopped and the area was cleaned, disinfected, and deodorized. Signs have been posted and water samples are being collected.

The public is advised to stay out of the affected waters until further notice.",340,Closed,21.296995,-157.803981
89,Point,Sewage Spill,"Wastewater Discharge into Hawaii Kai Marina, O‘ahu",5/2/2020 5:12,2020,5/9/2020 20:43,Leak in sewer line,<Null>,<Null>,Hawaii Kai Marina,No,Oahu,No,Honolulu,The public is advised to stay out of waters of Hawaii Kai Marina in the vicinity of Kumukahi Place. An undetermined amount of wastewater is being released from a leak in a non-City and County of Honolulu sewer line in the marina. The discharge is ongoing. Residents in the affected are being notified.,,Closed,21.288793,-157.710897
90,Point,Sewage Spill,"Wastewater Discharge at Ford Island, Pearl Harbor, O‘ahu",3/28/2020 20:36,2020,4/2/2020 21:04,Broken pipe,<Null>,<Null>,"Ford Island, Pearl Harbor",No,Oahu,No,Honolulu,"The public is advised to remain out of the waters near the parking lot adjacent to the Subway Restaurant on Ford Island due to a wastewater discharge.

Location: parking lot near Subway Restaurant on Ford Island, Pearl Harbor
Estimated time: 7:00 am
Estimated Volume: 250 gallons
Status of discharge: stopped
Affected waters: Pearl harbor
Warning signs: posted

The public is advised to remain out of these waters until warning signs have been removed.",250,Closed,21.356924,-157.960521
91,Point,Sewage Spill,"Wastewater Discharge at Mokapu drainage canal, O‘ahu",3/22/2020 7:52,2020,3/28/2020 20:54,"clog from paper towels, grease",<Null>,<Null>,Mokapu drainage canal,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of the Mokapu Drainage Canal below Pancoast Place due to a wastewater discharge. 

Event: Wastewater discharge 
Estimated volume: 750 gallons 
Discharge stopped: Yes 
Estimated time: 3:00pm-6:00pm 
Location: Bingham way, Kaneohe MCBH
Entered State waters: Yes 
Location of entry: storm drain outflow at Pancoast Place
Affected waters: Mokapu drainage canal 
Warning signs: Signs to be posted morning of Sunday 3/22 

The public is advised to remain out of these waters until signs have been removed.",750,Closed,21.44569,-157.750445
92,Point,Sewage Spill,"Wastewater Discharge at Kaunala Stream, O‘ahu",1/31/2020 2:56,2020,2/7/2020 0:05,Unconfirmed,<Null>,<Null>,Kaunala Stream,No,Oahu,No,Honolulu,"Updated: 2/4/2020.

The public is advised to stay out of Kaunala Stream fronting Kaunala Bay on the makai side of Kamehameha Hwy on the North Shore of Oahu due to a wastewater discharge.

An estimated 300 gallons per hour of sewage continues to flow from a private wastewater treatment plant into the stream. The stream is currently blocked from flowing into the ocean by a sand dune. The public is advised to stay out of the stream and area immediately fronting the stream. Signs have been posted and the wastewater treatment plant's operators have been notified.",300,Closed,21.680689,-158.034205
93,Point,Sewage Spill,"Wastewater Discharge at 1330 Liliha Street, O‘ahu",10/22/2019 6:16,2019,10/25/2019 22:23,Unconfirmed,<Null>,<Null>,1330 Liliha Street,No,Oahu,No,Honolulu,"The public is advised to stay out of Nuuanu Stream below N. Kukui Street, and Honolulu harbor near the mouth of Nuuanu stream, due to a wastewater discharge.  The public is advised to remain out of these waters until warning signs have been removed.  Details are as follows.

Location of discharge: 1330 Liliha Street
Total volume: estimated 960 gallons
Volume into state waters: estimated 400 gallons
Entered state waters? Yes
Affected waters: Nuuanu stream, Honolulu harbor, near the mouth of Nuuanu stream
Warning signs: Will be posted on morning of 10/22/19",960,Closed,21.320587,-157.862988
94,Point,Sewage Spill,"Wastewater Discharge at 1015 North School Street, O‘ahu",6/26/2019 23:58,2019,6/29/2019 1:42,Unconfirmed,<Null>,<Null>,1015 North School Street,No,Oahu,No,Honolulu,"The public is advised to keep out of the waters of Kapalama Stream below North School Street, and Honolulu Harbor, due to a wastewater discharge.  Details are as follows:

Location: 1015 North School Street
Volume: estimated 24,150 gallons
Volume to waters: estimated 24,150 gallons
Affected waters: Kapalama Stream and Honolulu Harbor
Status of spill: Stopped
Signs posted: Yes

The public is advised to remain out of thees waters until the warning signs have been removed. The public is also reminded that the island of Oahu is currently under a Brown Water Advisory due to the recent heavy rainfall.",24150,Closed,21.32809,-157.864306
95,Point,Sewage Spill,"Wastewater Discharge at 2340B Kamehmeha Highway, O‘ahu",6/26/2019 23:36,2019,6/29/2019 1:42,Unconfirmed,<Null>,<Null>,2340B Kamehmeha Highway,No,Oahu,No,Honolulu,"The public is advised to keep out of the waters of Kalihi Stream below Kamehameha Highway/Dillingham Highway., due to a wastewater discharge.  Details are as follows:

Location: 2340B Kamehameha Highway (near the Dillingham Marukai store)
Volume: estimated 7,950 gallons
Volume entering water: estimated 5,950 gallons
Affected waters: Kalihi Stream, Keehi Lagoon near the mouth of Kalihi Stream
Status of spill: Stopped
Signs posted: Yes

The public is advised to remain out of thees waters until the warning signs have been removed. The public is also reminded that the island of Oahu is currently under a Brown Water Advisory due to the recent heavy rainfall.",7950,Closed,21.39729,-157.980854
96,Point,Sewage Spill,"Wastewater Discharge at 1043 Middle Street, O‘ahu",1/9/2019 17:28,2019,1/11/2019 22:41,Possible grease build up,<Null>,<Null>,1043 Middle Street,No,Oahu,No,Honolulu,"The public is advised to remain out of waters of Kahauiki Stream and the lower portion of Moanalua Stream.

Event: Wastewater discharge
Spill location: 1043 Middle Street
Affected waters: Kahauiki Steam and Moanalua Stream
Volume: 215 gallons entered storm drain
Spill start time: 6:37 pm
Spill stop time: 7:31 pm
Spill status: Stopped; area cleaned, deodorized,  and disinfected. 

The public is advised to remain out of the affected waters until this advisory has been taken down. Signs have been posted in the area.",215,Closed,21.339057,-157.882692
97,Point,Sewage Spill,"Wastewater Discharge at Ala Moana Park canal and pond, and Kewalo basin, O‘ahu",11/27/2018 4:32,2018,12/5/2018 1:26,Blocked pipe,<Null>,<Null>,"Ala Moana Park canal and pond, Alawai Boat Harbor, Kewalo Basin",No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of the Ala Moana canal along Ala Moana Boulevard, the pond in Ala Moana Park, and Kewalo Basin. CWB was notified of a wastewater discharge from Meadow Gold Dairy at 826 Cedar Street. Warning signs are being posted. The public is advised to remain out of these waters until the signs have been removed.

Location: 826 Cedar Street
Affected waters: canal along Ala Moana Boulevard, the pond within Ala Moana Park, and Kewalo Basin.
Volume affecting waters: estimated 3,250 gallons
Spill status: stopped",3250,Closed,21.297912,-157.842628
98,Point,Sewage Spill,"Wastewater Discharge at Pua Lane, O‘ahu",11/15/2018 22:36,2018,11/23/2018 20:54,Unconfirmed,<Null>,<Null>,Pua Lane,No,Oahu,No,Honolulu,The public is advised to remain out of waters of Kapalama Canal to Honolulu Harbor. CWB was notified of a wastewater discharge from a private residence at Pua Lane which flowed into a storm drain that enters Kapalama Canal. The volume is estimated to be at least 500 gallons. Warning signs are being posted. The public is advised to remain out of these waters until the signs have been removed.,500,Closed,21.322326,-157.864326
99,Point,Sewage Spill,"Wastewater Discharge at 1418 St. Louis Heights Drive, O‘ahu",11/1/2018 0:48,2018,11/5/2018 23:17,Unconfirmed,<Null>,<Null>,1418 St. Louis Heights Drive,No,Oahu,No,Honolulu,"The public is advised to stay out of waters of Manoa Stream near Kanewai Community Park. 
CWB was notified of a wastewater discharge estimated at 30,030 gallons, of which 12,530 gallons is believed to have entered a storm drain fronting 1406 and 1412 St. Louis Heights Drive. Warning signs have been posted. The public is advised to remain out of these waters until the signs have been removed.

Location of spill: 1418 St. Louis Heights Drive
Total volume: 30,030 gallons
Volume entering the stream: 12,530 gallons
Status: stopped; area being cleaned, disinfected, and deodorized",30030,Closed,21.293814,-157.809074
100,Point,Sewage Spill,"Wastewater Discharge at Ala Wai Canal, O‘ahu",10/22/2018 22:12,2018,10/27/2018 0:15,Unconfirmed,<Null>,<Null>,Ala Wai Canal,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of the Ala Wai canal near Kahakai Drive.  CWB was notified of a wastewater discharge, with an estimated portion of 25 gallons entering into the canal. Warning signs will be posted. The public is advised to remain out of these waters until the signs have been removed.

Location of spill: 1848 Kahakai Drive
Total Volume: estimated 150 gallons
Volume entering into Ala Wai canal: estimated 25 gallons
Spill status: stopped",25,Closed,21.291205,-157.831005
101,Point,Sewage Spill,"Wastewater Discharge at 1260 Richard Lane, O‘ahu",10/22/2018 18:41,2018,10/23/2018 10:00,Unconfirmed,<Null>,<Null>,1260 Richard Lane,No,Oahu,No,Honolulu,"The public is advised to stay out of Kalihi Stream and Keehi Lagoon due to a wastewater discharge.
Event: Wastewater discharge
Spill location: 1260 Richard Ln.
Affected waters: Kalihi  Stream and Keehi Lagoon
Volume: approximately 1125 gallons
Spill start time: 9:30 am
Spill stop time: 10:15 am
Spill status: Stopped, area cleaned, deodorized, and disinfected

The public is advised to remain out of these waters until this advisory has been taken down. Signs have been posted in the area and water quality samples are being collected.",1125,Closed,21.337614,-157.876963
102,Point,Sewage Spill,"Updated information regarding wastewater Discharge at 1059 North School Street, O‘ahu",9/13/2018 17:45,2018,9/19/2018 1:53,Heavy rain,<Null>,<Null>,1015 North School Street,No,Oahu,No,Honolulu,"The address is corrected to 1015 North School Street.

The public is advised to remain out of the waters from Kapalama Canal near 1015 North School Street to Honolulu Harbor due to a wastewater discharge.

Event: Wastewater discharge
Spill location: 1015 North School Street
Affected waters: Kapalama Canal to Honolulu Harbor
Volume: approximately 32,400 gallons; 775 gallons recovered. 
Approximately 31,625 gallons entered a storm drain fronting the property which goes into Kapalama Canal.
Spill start time: approximately 10:40 pm
Spill stop time: approximately 3:10 am
Spill status: Stopped; area cleaned, deodorized, and disinfected by 5:30 am

The public is advised to remain out of these waters until this advisory has been taken down. Signs have been posted in the area.",32400,Closed,21.32809,-157.864306
103,Point,Sewage Spill,"Wastewater Discharge at 45-480 Kaneohe Bay Drive, O‘ahu",9/3/2018 5:02,2018,9/6/2018 10:00,Unconfirmed,<Null>,<Null>,45-480 Kaneohe Bay Drive,No,Oahu,No,Honolulu,"The public is advised to remain out of the waters of Kawa Stream near 45-386 Kaneohe Bay Drive due to a wastewater discharge.

Event: Wastewater discharge
Discharge location: 45-480 Kaneohe Bay Drive; entered a man hole at 45-386 Kaneohe Bay Drive and entered Kawa Stream.
Affected waters: Kawa Stream near 45-386 Kaneohe Bay Drive
Volume: approximately 500 gallons
Spill start time: approximately 2:39 pm
Spill stop time: 3:00 pm
Spill status: Stopped
Immediate area has been cleaned, disinfected, and deodorized.
Signs have been posted

The public is advised to remain out of the affected waters until this advisory is taken down.",500,Closed,21.40206,-157.798406
104,Point,Sewage Spill,"Wastewater Discharge at 1015 North School Street, O‘ahu",8/28/2018 17:58,2018,8/31/2018 20:36,Heavy rain,<Null>,<Null>,1015 North School Street,No,Oahu,No,Honolulu,`,,Closed,21.32809,-157.864306
